日期,时间,成交价,成交量,总量,属性(持仓增减),B1价,B1量,B2价,B2量,B3价,B3量,S1价,S1量,S2价,S2量,S3价,S3量,BS
2015-08-17,20:59:00,2055.0,6880,6880,2437612,2055.0,338,0,0,0,0,2056.0,67,0,0,0,0,B
2015-08-17,21:00:00,2056.0,1794,8674,442,2054.0,1403,0,0,0,0,2055.0,4,0,0,0,0,B
2015-08-17,21:00:01,2054.0,1678,10352,-674,2054.0,888,0,0,0,0,2055.0,3,0,0,0,0,S
2015-08-17,21:00:01,2057.0,1308,11660,-636,2055.0,2,0,0,0,0,2057.0,349,0,0,0,0,B
2015-08-17,21:00:02,2056.0,692,12352,166,2055.0,179,0,0,0,0,2056.0,173,0,0,0,0,S
2015-08-17,21:00:02,2056.0,328,12680,72,2055.0,230,0,0,0,0,2056.0,160,0,0,0,0,S
2015-08-17,21:00:03,2056.0,872,13552,634,2055.0,370,0,0,0,0,2056.0,143,0,0,0,0,S
2015-08-17,21:00:03,2055.0,168,13720,54,2055.0,380,0,0,0,0,2056.0,92,0,0,0,0,S
2015-08-17,21:00:04,2056.0,250,13970,-134,2056.0,363,0,0,0,0,2057.0,355,0,0,0,0,B
2015-08-17,21:00:04,2057.0,36,14006,24,2056.0,373,0,0,0,0,2057.0,364,0,0,0,0,B
2015-08-17,21:00:05,2056.0,284,14290,186,2056.0,299,0,0,0,0,2057.0,320,0,0,0,0,S
2015-08-17,21:00:05,2056.0,60,14350,16,2056.0,291,0,0,0,0,2057.0,320,0,0,0,0,S
2015-08-17,21:00:06,2056.0,304,14654,-18,2056.0,292,0,0,0,0,2057.0,177,0,0,0,0,S
2015-08-17,21:00:06,2056.0,182,14836,98,2056.0,272,0,0,0,0,2057.0,117,0,0,0,0,S
2015-08-17,21:00:07,2057.0,326,15162,-126,2057.0,351,0,0,0,0,2058.0,308,0,0,0,0,B
2015-08-17,21:00:07,2057.0,174,15336,128,2057.0,407,0,0,0,0,2058.0,288,0,0,0,0,B
2015-08-17,21:00:08,2057.0,332,15668,278,2057.0,332,0,0,0,0,2058.0,233,0,0,0,0,B
2015-08-17,21:00:08,2058.0,184,15852,168,2057.0,300,0,0,0,0,2058.0,256,0,0,0,0,B
2015-08-17,21:00:09,2058.0,72,15924,62,2057.0,272,0,0,0,0,2058.0,297,0,0,0,0,B
2015-08-17,21:00:09,2058.0,184,16108,12,2057.0,271,0,0,0,0,2058.0,266,0,0,0,0,B
2015-08-17,21:00:10,2058.0,186,16294,2,2057.0,272,0,0,0,0,2058.0,245,0,0,0,0,B
2015-08-17,21:00:10,2058.0,142,16436,54,2057.0,234,0,0,0,0,2058.0,325,0,0,0,0,B
2015-08-17,21:00:11,2057.0,514,16950,190,2056.0,472,0,0,0,0,2057.0,561,0,0,0,0,S
2015-08-17,21:00:11,2056.0,100,17050,4,2056.0,388,0,0,0,0,2057.0,789,0,0,0,0,S
2015-08-17,21:00:12,2057.0,136,17186,-22,2056.0,379,0,0,0,0,2057.0,751,0,0,0,0,B
2015-08-17,21:00:12,2056.0,574,17760,36,2056.0,133,0,0,0,0,2057.0,723,0,0,0,0,S
2015-08-17,21:00:13,2056.0,358,18118,106,2055.0,1458,0,0,0,0,2056.0,389,0,0,0,0,S
2015-08-17,21:00:13,2055.0,544,18662,56,2055.0,1278,0,0,0,0,2056.0,121,0,0,0,0,S
2015-08-17,21:00:14,2056.0,52,18714,26,2055.0,1273,0,0,0,0,2056.0,604,0,0,0,0,B
2015-08-17,21:00:14,2055.0,226,18940,200,2055.0,1256,0,0,0,0,2056.0,514,0,0,0,0,S
2015-08-17,21:00:15,2056.0,40,18980,14,2055.0,1254,0,0,0,0,2056.0,504,0,0,0,0,B
2015-08-17,21:00:15,2056.0,94,19074,42,2055.0,1259,0,0,0,0,2056.0,460,0,0,0,0,B
2015-08-17,21:00:16,2056.0,58,19132,28,2055.0,1255,0,0,0,0,2056.0,439,0,0,0,0,B
2015-08-17,21:00:16,2055.0,160,19292,38,2055.0,1192,0,0,0,0,2056.0,437,0,0,0,0,S
2015-08-17,21:00:17,2056.0,76,19368,72,2055.0,1213,0,0,0,0,2056.0,438,0,0,0,0,B
2015-08-17,21:00:17,2055.0,278,19646,232,2055.0,1170,0,0,0,0,2056.0,359,0,0,0,0,S
2015-08-17,21:00:18,2056.0,64,19710,46,2055.0,1186,0,0,0,0,2056.0,333,0,0,0,0,B
2015-08-17,21:00:18,2056.0,60,19770,38,2055.0,1193,0,0,0,0,2056.0,305,0,0,0,0,B
2015-08-17,21:00:19,2056.0,496,20266,28,2055.0,1217,0,0,0,0,2056.0,65,0,0,0,0,B
2015-08-17,21:00:19,2057.0,136,20402,-28,2056.0,451,0,0,0,0,2057.0,777,0,0,0,0,B
2015-08-17,21:00:20,2057.0,172,20574,-122,2056.0,760,0,0,0,0,2057.0,724,0,0,0,0,B
2015-08-17,21:00:20,2057.0,82,20656,-40,2056.0,821,0,0,0,0,2057.0,714,0,0,0,0,B
2015-08-17,21:00:21,2057.0,2,20658,-2,2056.0,880,0,0,0,0,2057.0,713,0,0,0,0,B
2015-08-17,21:00:21,2057.0,36,20694,-10,2056.0,885,0,0,0,0,2057.0,706,0,0,0,0,B
2015-08-17,21:00:22,2056.0,66,20760,-14,2056.0,886,0,0,0,0,2057.0,688,0,0,0,0,S
2015-08-17,21:00:22,2057.0,54,20814,-2,2056.0,919,0,0,0,0,2057.0,681,0,0,0,0,B
2015-08-17,21:00:23,2057.0,34,20848,-2,2056.0,909,0,0,0,0,2057.0,687,0,0,0,0,B
2015-08-17,21:00:23,2057.0,52,20900,-24,2056.0,925,0,0,0,0,2057.0,662,0,0,0,0,B
2015-08-17,21:00:24,2057.0,1004,21904,24,2056.0,929,0,0,0,0,2057.0,162,0,0,0,0,B
2015-08-17,21:00:24,2057.0,20,21924,-16,2056.0,1044,0,0,0,0,2057.0,169,0,0,0,0,B
2015-08-17,21:00:25,2056.0,640,22564,-470,2056.0,848,0,0,0,0,2057.0,98,0,0,0,0,S
2015-08-17,21:00:25,2057.0,240,22804,170,2057.0,380,0,0,0,0,2058.0,455,0,0,0,0,B
2015-08-17,21:00:26,2057.0,492,23296,14,2057.0,169,0,0,0,0,2058.0,422,0,0,0,0,B
2015-08-17,21:00:26,2058.0,4,23300,0,2057.0,188,0,0,0,0,2058.0,462,0,0,0,0,B
2015-08-17,21:00:27,2057.0,6,23306,0,2057.0,193,0,0,0,0,2058.0,462,0,0,0,0,S
2015-08-17,21:00:27,2057.0,30,23336,8,2057.0,217,0,0,0,0,2058.0,452,0,0,0,0,S
2015-08-17,21:00:28,2057.0,42,23378,28,2057.0,209,0,0,0,0,2058.0,461,0,0,0,0,S
2015-08-17,21:00:28,2057.0,52,23430,18,2057.0,285,0,0,0,0,2058.0,453,0,0,0,0,S
2015-08-17,21:00:29,2057.0,100,23530,0,2057.0,276,0,0,0,0,2058.0,416,0,0,0,0,S
2015-08-17,21:00:29,2058.0,202,23732,-92,2057.0,289,0,0,0,0,2058.0,306,0,0,0,0,B
2015-08-17,21:00:30,2058.0,190,23922,52,2057.0,440,0,0,0,0,2058.0,171,0,0,0,0,B
2015-08-17,21:00:30,2058.0,50,23972,46,2057.0,474,0,0,0,0,2058.0,194,0,0,0,0,B
2015-08-17,21:00:31,2058.0,128,24100,116,2057.0,476,0,0,0,0,2058.0,213,0,0,0,0,B
2015-08-17,21:00:31,2058.0,56,24156,44,2057.0,482,0,0,0,0,2058.0,260,0,0,0,0,B
2015-08-17,21:00:32,2058.0,56,24212,22,2057.0,484,0,0,0,0,2058.0,542,0,0,0,0,B
2015-08-17,21:00:32,2058.0,28,24240,12,2057.0,480,0,0,0,0,2058.0,541,0,0,0,0,B
2015-08-17,21:00:33,2057.0,162,24402,100,2057.0,471,0,0,0,0,2058.0,493,0,0,0,0,S
2015-08-17,21:00:33,2058.0,498,24900,-30,2057.0,305,0,0,0,0,2058.0,435,0,0,0,0,B
2015-08-17,21:00:34,2058.0,152,25052,52,2057.0,198,0,0,0,0,2058.0,405,0,0,0,0,B
2015-08-17,21:00:34,2058.0,102,25154,64,2057.0,171,0,0,0,0,2058.0,399,0,0,0,0,B
2015-08-17,21:00:35,2057.0,116,25270,-46,2057.0,586,0,0,0,0,2058.0,381,0,0,0,0,S
2015-08-17,21:00:35,2058.0,1050,26320,962,2057.0,130,0,0,0,0,2058.0,361,0,0,0,0,B
2015-08-17,21:00:36,2057.0,278,26598,-50,2056.0,1212,0,0,0,0,2057.0,469,0,0,0,0,S
2015-08-17,21:00:36,2057.0,70,26668,-10,2056.0,1286,0,0,0,0,2057.0,446,0,0,0,0,S
2015-08-17,21:00:37,2057.0,42,26710,-18,2056.0,1231,0,0,0,0,2057.0,432,0,0,0,0,S
2015-08-17,21:00:37,2057.0,1006,27716,-898,2057.0,578,0,0,0,0,2058.0,534,0,0,0,0,S
2015-08-17,21:00:38,2057.0,4,27720,0,2057.0,653,0,0,0,0,2058.0,407,0,0,0,0,S
2015-08-17,21:00:38,2057.0,42,27762,10,2057.0,680,0,0,0,0,2058.0,399,0,0,0,0,S
2015-08-17,21:00:39,2058.0,2,27764,0,2057.0,710,0,0,0,0,2058.0,401,0,0,0,0,B
2015-08-17,21:00:39,2057.0,428,28192,412,2057.0,538,0,0,0,0,2058.0,401,0,0,0,0,S
2015-08-17,21:00:40,2058.0,6,28198,0,2057.0,553,0,0,0,0,2058.0,433,0,0,0,0,B
2015-08-17,21:00:40,2058.0,66,28264,26,2057.0,556,0,0,0,0,2058.0,418,0,0,0,0,B
2015-08-17,21:00:41,2057.0,76,28340,72,2057.0,522,0,0,0,0,2058.0,419,0,0,0,0,S
2015-08-17,21:00:41,2057.0,60,28400,60,2057.0,505,0,0,0,0,2058.0,420,0,0,0,0,S
2015-08-17,21:00:42,2057.0,30,28430,-2,2057.0,539,0,0,0,0,2058.0,415,0,0,0,0,S
2015-08-17,21:00:42,2057.0,14,28444,-8,2057.0,570,0,0,0,0,2058.0,410,0,0,0,0,S
2015-08-17,21:00:43,2058.0,38,28482,-20,2057.0,559,0,0,0,0,2058.0,406,0,0,0,0,B
2015-08-17,21:00:43,2058.0,92,28574,-84,2057.0,618,0,0,0,0,2058.0,376,0,0,0,0,B
2015-08-17,21:00:44,2058.0,234,28808,0,2057.0,620,0,0,0,0,2058.0,263,0,0,0,0,B
2015-08-17,21:00:44,2058.0,530,29338,234,2058.0,795,0,0,0,0,2059.0,753,0,0,0,0,B
2015-08-17,21:00:45,2058.0,606,29944,8,2058.0,519,0,0,0,0,2059.0,662,0,0,0,0,B
2015-08-17,21:00:45,2059.0,60,30004,0,2058.0,498,0,0,0,0,2059.0,687,0,0,0,0,B
2015-08-17,21:00:46,2059.0,4,30008,0,2058.0,499,0,0,0,0,2059.0,690,0,0,0,0,B
2015-08-17,21:00:46,2059.0,60,30068,4,2058.0,538,0,0,0,0,2059.0,668,0,0,0,0,B
2015-08-17,21:00:47,2059.0,40,30108,28,2058.0,602,0,0,0,0,2059.0,651,0,0,0,0,B
2015-08-17,21:00:47,2059.0,6,30114,2,2058.0,607,0,0,0,0,2059.0,648,0,0,0,0,B
2015-08-17,21:00:48,2059.0,92,30206,-42,2058.0,611,0,0,0,0,2059.0,616,0,0,0,0,B
2015-08-17,21:00:48,2059.0,2,30208,0,2058.0,633,0,0,0,0,2059.0,605,0,0,0,0,B
2015-08-17,21:00:49,2059.0,16,30224,-4,2058.0,643,0,0,0,0,2059.0,599,0,0,0,0,B
2015-08-17,21:00:49,2059.0,4,30228,2,2058.0,651,0,0,0,0,2059.0,573,0,0,0,0,B
2015-08-17,21:00:50,2058.0,22,30250,20,2058.0,650,0,0,0,0,2059.0,573,0,0,0,0,S
2015-08-17,21:00:50,2059.0,370,30620,-78,2058.0,654,0,0,0,0,2059.0,390,0,0,0,0,B
2015-08-17,21:00:51,2058.0,186,30806,184,2058.0,613,0,0,0,0,2059.0,392,0,0,0,0,S
2015-08-17,21:00:51,2059.0,140,30946,38,2058.0,624,0,0,0,0,2059.0,335,0,0,0,0,B
2015-08-17,21:00:52,2059.0,66,31012,-8,2058.0,647,0,0,0,0,2059.0,493,0,0,0,0,B
2015-08-17,21:00:52,2059.0,24,31036,-2,2058.0,748,0,0,0,0,2059.0,487,0,0,0,0,B
2015-08-17,21:00:53,2059.0,228,31264,-160,2058.0,801,0,0,0,0,2059.0,498,0,0,0,0,B
2015-08-17,21:00:53,2059.0,76,31340,-8,2058.0,813,0,0,0,0,2059.0,488,0,0,0,0,B
2015-08-17,21:00:54,2058.0,18,31358,-2,2058.0,817,0,0,0,0,2059.0,499,0,0,0,0,S
2015-08-17,21:00:54,2059.0,680,32038,206,2058.0,816,0,0,0,0,2059.0,179,0,0,0,0,B
2015-08-17,21:00:55,2059.0,168,32206,-138,2058.0,863,0,0,0,0,2059.0,104,0,0,0,0,B
2015-08-17,21:00:55,2059.0,98,32304,-62,2058.0,872,0,0,0,0,2059.0,56,0,0,0,0,B
2015-08-17,21:00:56,2059.0,110,32414,0,2058.0,888,0,0,0,0,2059.0,73,0,0,0,0,B
2015-08-17,21:00:56,2059.0,1308,33722,-600,2059.0,154,0,0,0,0,2060.0,2437,0,0,0,0,B
2015-08-17,21:00:57,2059.0,84,33806,-32,2059.0,129,0,0,0,0,2060.0,2519,0,0,0,0,B
2015-08-17,21:00:57,2060.0,100,33906,-14,2059.0,94,0,0,0,0,2060.0,2507,0,0,0,0,B
2015-08-17,21:00:58,2059.0,228,34134,-62,2059.0,86,0,0,0,0,2060.0,2431,0,0,0,0,S
2015-08-17,21:00:58,2060.0,132,34266,-8,2059.0,201,0,0,0,0,2060.0,2373,0,0,0,0,B
2015-08-17,21:00:59,2060.0,64,34330,-28,2059.0,187,0,0,0,0,2060.0,2342,0,0,0,0,B
2015-08-17,21:00:59,2060.0,1804,36134,560,2060.0,1417,0,0,0,0,2061.0,797,0,0,0,0,B
2015-08-17,21:01:00,2061.0,416,36550,-28,2060.0,1497,0,0,0,0,2061.0,607,0,0,0,0,B
2015-08-17,21:01:00,2061.0,200,36750,64,2060.0,1557,0,0,0,0,2061.0,559,0,0,0,0,B
2015-08-17,21:01:01,2061.0,274,37024,182,2060.0,1680,0,0,0,0,2061.0,429,0,0,0,0,B
2015-08-17,21:01:01,2061.0,36,37060,32,2060.0,1711,0,0,0,0,2061.0,700,0,0,0,0,B
2015-08-17,21:01:02,2060.0,154,37214,114,2060.0,1685,0,0,0,0,2061.0,771,0,0,0,0,S
2015-08-17,21:01:02,2061.0,42,37256,30,2060.0,1684,0,0,0,0,2061.0,799,0,0,0,0,B
2015-08-17,21:01:03,2061.0,1428,38684,-366,2060.0,1687,0,0,0,0,2061.0,74,0,0,0,0,B
2015-08-17,21:01:03,2060.0,2124,40808,-492,2059.0,447,0,0,0,0,2060.0,628,0,0,0,0,S
2015-08-17,21:01:04,2060.0,1022,41830,-1018,2059.0,461,0,0,0,0,2060.0,134,0,0,0,0,S
2015-08-17,21:01:04,2060.0,268,42098,-44,2059.0,464,0,0,0,0,2060.0,127,0,0,0,0,S
2015-08-17,21:01:05,2061.0,628,42726,-376,2061.0,491,0,0,0,0,2062.0,1011,0,0,0,0,B
2015-08-17,21:01:05,2061.0,180,42906,-136,2061.0,427,0,0,0,0,2062.0,974,0,0,0,0,B
2015-08-17,21:01:06,2061.0,74,42980,-26,2061.0,450,0,0,0,0,2062.0,969,0,0,0,0,B
2015-08-17,21:01:06,2061.0,1972,44952,-378,2060.0,1026,0,0,0,0,2061.0,192,0,0,0,0,B
2015-08-17,21:01:07,2060.0,142,45094,2,2060.0,827,0,0,0,0,2061.0,159,0,0,0,0,S
2015-08-17,21:01:07,2060.0,62,45156,62,2060.0,925,0,0,0,0,2061.0,272,0,0,0,0,S
2015-08-17,21:01:08,2060.0,52,45208,2,2060.0,928,0,0,0,0,2061.0,264,0,0,0,0,S
2015-08-17,21:01:08,2060.0,1890,47098,1794,2059.0,1108,0,0,0,0,2060.0,906,0,0,0,0,S
2015-08-17,21:01:09,2060.0,34,47132,10,2059.0,1122,0,0,0,0,2060.0,910,0,0,0,0,S
2015-08-17,21:01:09,2059.0,1050,48182,-732,2059.0,1118,0,0,0,0,2060.0,412,0,0,0,0,S
2015-08-17,21:01:10,2059.0,48,48230,-26,2059.0,1125,0,0,0,0,2060.0,896,0,0,0,0,S
2015-08-17,21:01:10,2059.0,36,48266,-12,2059.0,1116,0,0,0,0,2060.0,889,0,0,0,0,S
2015-08-17,21:01:11,2060.0,50,48316,-8,2059.0,1107,0,0,0,0,2060.0,888,0,0,0,0,B
2015-08-17,21:01:11,2060.0,212,48528,70,2059.0,1113,0,0,0,0,2060.0,790,0,0,0,0,B
2015-08-17,21:01:12,2060.0,62,48590,28,2059.0,1083,0,0,0,0,2060.0,777,0,0,0,0,B
2015-08-17,21:01:12,2059.0,10,48600,6,2059.0,1101,0,0,0,0,2060.0,773,0,0,0,0,S
2015-08-17,21:01:13,2060.0,196,48796,84,2059.0,1108,0,0,0,0,2060.0,681,0,0,0,0,B
2015-08-17,21:01:13,2060.0,1214,50010,806,2059.0,607,0,0,0,0,2060.0,732,0,0,0,0,B
2015-08-17,21:01:14,2060.0,14,50024,-8,2059.0,612,0,0,0,0,2060.0,744,0,0,0,0,B
2015-08-17,21:01:14,2060.0,42,50066,0,2059.0,613,0,0,0,0,2060.0,726,0,0,0,0,B
2015-08-17,21:01:15,2060.0,60,50126,56,2059.0,585,0,0,0,0,2060.0,746,0,0,0,0,B
2015-08-17,21:01:15,2060.0,56,50182,48,2059.0,594,0,0,0,0,2060.0,727,0,0,0,0,B
2015-08-17,21:01:16,2059.0,50,50232,8,2059.0,662,0,0,0,0,2060.0,762,0,0,0,0,S
2015-08-17,21:01:16,2060.0,1390,51622,86,2060.0,655,0,0,0,0,2061.0,986,0,0,0,0,B
2015-08-17,21:01:17,2060.0,32,51654,4,2060.0,755,0,0,0,0,2061.0,1012,0,0,0,0,B
2015-08-17,21:01:17,2060.0,214,51868,102,2060.0,657,0,0,0,0,2061.0,1039,0,0,0,0,B
2015-08-17,21:01:18,2060.0,3320,55188,-1170,2059.0,1042,0,0,0,0,2060.0,674,0,0,0,0,B
2015-08-17,21:01:18,2059.0,58,55246,2,2059.0,1395,0,0,0,0,2060.0,869,0,0,0,0,S
2015-08-17,21:01:19,2059.0,238,55484,218,2059.0,1151,0,0,0,0,2060.0,903,0,0,0,0,S
2015-08-17,21:01:19,2059.0,38,55522,10,2059.0,1138,0,0,0,0,2060.0,1016,0,0,0,0,S
2015-08-17,21:01:20,2060.0,1026,56548,-958,2059.0,1140,0,0,0,0,2060.0,624,0,0,0,0,B
2015-08-17,21:01:20,2060.0,22,56570,22,2059.0,1143,0,0,0,0,2060.0,417,0,0,0,0,B
2015-08-17,21:01:21,2061.0,1004,57574,-434,2060.0,679,0,0,0,0,2061.0,796,0,0,0,0,B
2015-08-17,21:01:21,2060.0,44,57618,28,2060.0,1493,0,0,0,0,2061.0,799,0,0,0,0,S
2015-08-17,21:01:22,2060.0,14,57632,12,2060.0,1569,0,0,0,0,2061.0,711,0,0,0,0,S
2015-08-17,21:01:22,2061.0,464,58096,-22,2060.0,1567,0,0,0,0,2061.0,607,0,0,0,0,B
2015-08-17,21:01:23,2060.0,144,58240,94,2060.0,1525,0,0,0,0,2061.0,574,0,0,0,0,S
2015-08-17,21:01:23,2061.0,8,58248,-2,2060.0,1525,0,0,0,0,2061.0,574,0,0,0,0,B
2015-08-17,21:01:24,2061.0,36,58284,20,2060.0,1523,0,0,0,0,2061.0,565,0,0,0,0,B
2015-08-17,21:01:24,2060.0,58,58342,42,2060.0,1503,0,0,0,0,2061.0,561,0,0,0,0,S
2015-08-17,21:01:25,2061.0,26,58368,2,2060.0,1494,0,0,0,0,2061.0,502,0,0,0,0,B
2015-08-17,21:01:25,2061.0,1060,59428,-514,2061.0,628,0,0,0,0,2062.0,1265,0,0,0,0,B
2015-08-17,21:01:26,2062.0,20,59448,-12,2061.0,1239,0,0,0,0,2062.0,1094,0,0,0,0,B
2015-08-17,21:01:26,2062.0,120,59568,-32,2061.0,1424,0,0,0,0,2062.0,1055,0,0,0,0,B
2015-08-17,21:01:27,2061.0,64,59632,-14,2061.0,1406,0,0,0,0,2062.0,1044,0,0,0,0,S
2015-08-17,21:01:27,2061.0,258,59890,12,2061.0,1305,0,0,0,0,2062.0,1028,0,0,0,0,S
2015-08-17,21:01:28,2062.0,30,59920,2,2061.0,1295,0,0,0,0,2062.0,1048,0,0,0,0,B
2015-08-17,21:01:28,2061.0,8,59928,-2,2061.0,1293,0,0,0,0,2062.0,1069,0,0,0,0,S
2015-08-17,21:01:29,2062.0,68,59996,-2,2061.0,1290,0,0,0,0,2062.0,1055,0,0,0,0,B
2015-08-17,21:01:29,2061.0,26,60022,20,2061.0,1279,0,0,0,0,2062.0,1060,0,0,0,0,S
2015-08-17,21:01:30,2062.0,6,60028,0,2061.0,1284,0,0,0,0,2062.0,1187,0,0,0,0,B
2015-08-17,21:01:30,2061.0,32,60060,14,2061.0,1274,0,0,0,0,2062.0,1185,0,0,0,0,S
2015-08-17,21:01:31,2062.0,278,60338,4,2061.0,1255,0,0,0,0,2062.0,1074,0,0,0,0,B
2015-08-17,21:01:31,2062.0,50,60388,0,2061.0,1248,0,0,0,0,2062.0,1094,0,0,0,0,B
2015-08-17,21:01:32,2061.0,138,60526,-14,2061.0,1245,0,0,0,0,2062.0,1042,0,0,0,0,S
2015-08-17,21:01:32,2062.0,114,60640,-94,2061.0,1343,0,0,0,0,2062.0,1002,0,0,0,0,B
2015-08-17,21:01:33,2061.0,34,60674,-16,2061.0,1343,0,0,0,0,2062.0,1209,0,0,0,0,S
2015-08-17,21:01:33,2061.0,26,60700,12,2061.0,1337,0,0,0,0,2062.0,1219,0,0,0,0,S
2015-08-17,21:01:34,2062.0,14,60714,-6,2061.0,1346,0,0,0,0,2062.0,1221,0,0,0,0,B
2015-08-17,21:01:34,2061.0,30,60744,20,2061.0,1336,0,0,0,0,2062.0,1233,0,0,0,0,S
2015-08-17,21:01:35,2062.0,32,60776,-18,2061.0,1346,0,0,0,0,2062.0,1223,0,0,0,0,B
2015-08-17,21:01:35,2061.0,32,60808,-12,2061.0,1345,0,0,0,0,2062.0,1258,0,0,0,0,S
2015-08-17,21:01:36,2062.0,26,60834,0,2061.0,1146,0,0,0,0,2062.0,1260,0,0,0,0,B
2015-08-17,21:01:36,2062.0,124,60958,24,2061.0,1124,0,0,0,0,2062.0,1231,0,0,0,0,B
2015-08-17,21:01:37,2062.0,298,61256,270,2061.0,982,0,0,0,0,2062.0,1299,0,0,0,0,B
2015-08-17,21:01:37,2062.0,474,61730,-4,2061.0,764,0,0,0,0,2062.0,1317,0,0,0,0,B
2015-08-17,21:01:38,2062.0,270,62000,-14,2061.0,763,0,0,0,0,2062.0,1365,0,0,0,0,B
2015-08-17,21:01:38,2061.0,54,62054,-22,2061.0,769,0,0,0,0,2062.0,1351,0,0,0,0,S
2015-08-17,21:01:39,2062.0,266,62320,204,2061.0,836,0,0,0,0,2062.0,1236,0,0,0,0,B
2015-08-17,21:01:39,2061.0,40,62360,14,2061.0,827,0,0,0,0,2062.0,1235,0,0,0,0,S
2015-08-17,21:01:40,2061.0,28,62388,22,2061.0,825,0,0,0,0,2062.0,1220,0,0,0,0,S
2015-08-17,21:01:40,2062.0,32,62420,20,2061.0,820,0,0,0,0,2062.0,1225,0,0,0,0,B
2015-08-17,21:01:41,2061.0,126,62546,0,2061.0,690,0,0,0,0,2062.0,1223,0,0,0,0,S
2015-08-17,21:01:41,2062.0,16,62562,0,2061.0,691,0,0,0,0,2062.0,1240,0,0,0,0,B
2015-08-17,21:01:42,2061.0,6,62568,4,2061.0,691,0,0,0,0,2062.0,1242,0,0,0,0,S
2015-08-17,21:01:42,2061.0,36,62604,-8,2061.0,681,0,0,0,0,2062.0,1237,0,0,0,0,S
2015-08-17,21:01:43,2061.0,52,62656,20,2061.0,671,0,0,0,0,2062.0,1226,0,0,0,0,S
2015-08-17,21:01:43,2061.0,46,62702,16,2061.0,663,0,0,0,0,2062.0,1216,0,0,0,0,S
2015-08-17,21:01:44,2061.0,2,62704,-2,2061.0,663,0,0,0,0,2062.0,1226,0,0,0,0,S
2015-08-17,21:01:44,2062.0,66,62770,10,2061.0,634,0,0,0,0,2062.0,1223,0,0,0,0,B
2015-08-17,21:01:45,2062.0,2484,65254,708,2062.0,271,0,0,0,0,2063.0,1289,0,0,0,0,B
2015-08-17,21:01:45,2062.0,426,65680,154,2062.0,147,0,0,0,0,2063.0,1060,0,0,0,0,B
2015-08-17,21:01:46,2063.0,150,65830,108,2062.0,155,0,0,0,0,2063.0,1071,0,0,0,0,B
2015-08-17,21:01:46,2062.0,448,66278,-98,2061.0,1009,0,0,0,0,2062.0,746,0,0,0,0,S
2015-08-17,21:01:47,2062.0,6,66284,0,2061.0,1095,0,0,0,0,2062.0,885,0,0,0,0,S
2015-08-17,21:01:47,2062.0,2,66286,-2,2061.0,1095,0,0,0,0,2062.0,907,0,0,0,0,S
2015-08-17,21:01:48,2062.0,36,66322,-8,2061.0,1093,0,0,0,0,2062.0,911,0,0,0,0,S
2015-08-17,21:01:48,2062.0,36,66358,-4,2061.0,1093,0,0,0,0,2062.0,938,0,0,0,0,S
2015-08-17,21:01:49,2062.0,108,66466,-100,2061.0,1102,0,0,0,0,2062.0,913,0,0,0,0,S
2015-08-17,21:01:49,2062.0,208,66674,-2,2061.0,1103,0,0,0,0,2062.0,817,0,0,0,0,S
2015-08-17,21:01:50,2062.0,20,66694,0,2061.0,1108,0,0,0,0,2062.0,822,0,0,0,0,S
2015-08-17,21:01:50,2062.0,1672,68366,298,2062.0,1213,0,0,0,0,2063.0,1056,0,0,0,0,S
2015-08-17,21:01:51,2062.0,208,68574,0,2062.0,1263,0,0,0,0,2063.0,1034,0,0,0,0,S
2015-08-17,21:01:51,2062.0,26,68600,26,2062.0,1258,0,0,0,0,2063.0,1019,0,0,0,0,S
2015-08-17,21:01:52,2062.0,60,68660,52,2062.0,1286,0,0,0,0,2063.0,1003,0,0,0,0,S
2015-08-17,21:01:52,2063.0,12,68672,6,2062.0,1284,0,0,0,0,2063.0,1003,0,0,0,0,B
2015-08-17,21:01:53,2062.0,424,69096,-6,2062.0,1079,0,0,0,0,2063.0,1000,0,0,0,0,S
2015-08-17,21:01:53,2062.0,74,69170,54,2062.0,1098,0,0,0,0,2063.0,1006,0,0,0,0,S
2015-08-17,21:01:54,2062.0,56,69226,52,2062.0,1078,0,0,0,0,2063.0,1132,0,0,0,0,S
2015-08-17,21:01:54,2062.0,8,69234,0,2062.0,1075,0,0,0,0,2063.0,1161,0,0,0,0,S
2015-08-17,21:01:55,2062.0,414,69648,-24,2062.0,1020,0,0,0,0,2063.0,1017,0,0,0,0,S
2015-08-17,21:01:55,2063.0,40,69688,20,2062.0,1028,0,0,0,0,2063.0,1262,0,0,0,0,B
2015-08-17,21:01:56,2063.0,220,69908,130,2062.0,1022,0,0,0,0,2063.0,1141,0,0,0,0,B
2015-08-17,21:01:56,2063.0,6,69914,0,2062.0,1025,0,0,0,0,2063.0,1139,0,0,0,0,B
2015-08-17,21:01:57,2063.0,296,70210,150,2062.0,980,0,0,0,0,2063.0,1040,0,0,0,0,B
2015-08-17,21:01:57,2063.0,1146,71356,122,2062.0,470,0,0,0,0,2063.0,986,0,0,0,0,B
2015-08-17,21:01:58,2062.0,746,72102,-158,2061.0,1081,0,0,0,0,2062.0,786,0,0,0,0,S
2015-08-17,21:01:58,2062.0,88,72190,-46,2061.0,1081,0,0,0,0,2062.0,860,0,0,0,0,S
2015-08-17,21:01:59,2061.0,18,72208,-4,2061.0,1068,0,0,0,0,2062.0,890,0,0,0,0,S
